X,Y,Text,tipo,angulo,icon_url
-49.5019755066467,-28.4001993673419,"9",Galeria,"135",./0.png
-49.5020365946418,-28.4004747871947,"11",Galeria,"135",./0.png
-49.5020953566919,-28.4007552431472,"13",Galeria,"135",./0.png
-49.5022716036051,-28.401595451968,"19",Galeria,"135",./0.png
-49.5022137910574,-28.4013136749771,"17",Galeria,"135",./0.png
-49.5023571366324,-28.4020391531251,"21",Galeria,"135",./0.png
-49.5024491409308,-28.4024838930472,"23",Galeria,"135",./0.png
-49.5024356283326,-28.4029460379255,"25",Galeria,"135",./0.png
-49.5021554064975,-28.4010350776263,"15",Galeria,"135",./0.png
-49.5015862655524,-28.4024473821964,TV 28,Travessa,"45",./0.png
-49.5019026510979,-28.4023969212863,TV 29,Travessa,"45",./0.png
-49.5022190363779,-28.4023464596293,TV 30,Travessa,"45",./0.png
-49.5025354213923,-28.4022959972254,TV 31,Travessa,"45",./0.png
-49.5028518061411,-28.4022455340747,TV 32,Travessa,"45",./0.png
-49.4919911686861,-28.3863977162991,TV 1,Travessa,"45",./0.png
-49.4923328012214,-28.3865348601947,TV 2,Travessa,"45",./0.png
-49.4926740665193,-28.3866777176712,TV 3,Travessa,"45",./0.png
-49.4930153327648,-28.3868205743246,TV 4,Travessa,"45",./0.png
-49.4947215064141,-28.387547233675,TV 9,Travessa,"45",./0.png
-49.4967091426082,-28.3881548622126,"0",Galeria,"135",./0.png
-49.4965084635243,-28.3885170755714,"1",Galeria,"135",./0.png
-49.4963099789098,-28.3888847032329,"3",Galeria,"135",./0.png
-49.4961116362083,-28.3892511493952,"5",Galeria,"135",./0.png
-49.4969101422894,-28.3877895837051,"2",Galeria,"135",./0.png
-49.4971172606579,-28.3874219985642,"4",Galeria,"135",./0.png
-49.4973016994705,-28.3870506100776,"6",Galeria,"135",./0.png
-49.4975022481333,-28.3866871142577,"8",Galeria,"135",./0.png
-49.4865249473084,-28.3881703469348,TV 2,Travessa,"45",./0.png
-49.486261363125,-28.3880558392907,TV 3,Travessa,"45",./0.png
-49.4929687723467,-28.3865853843449,"0",Galeria,"135",./0.png
-49.4928179860017,-28.3868634790142,"1",Galeria,"135",./0.png
-49.4926787830393,-28.3871435989685,"3",Galeria,"135",./0.png
-49.4925357677094,-28.3874264538919,"5",Galeria,"135",./0.png
-49.4923798679551,-28.3877040662745,"7",Galeria,"135",./0.png
-49.4922011799269,-28.388012815095,"9",Galeria,"135",./0.png
-49.493119367945,-28.3863119195136,"2",Galeria,"135",./0.png
-49.4932740538484,-28.3860357368509,"4",Galeria,"135",./0.png
-49.4867993757664,-28.388276399254,TV 1,Travessa,"45",./0.png
-49.4959120716987,-28.3896179255182,"7",Galeria,"135",./0.png
-49.4951099269853,-28.3877573546779,TV 10,Travessa,"45",./0.png
-49.4955340377942,-28.3879236497904,TV 11,Travessa,"45",./0.png
-49.4959436982561,-28.3881172998736,TV 12,Travessa,"45",./0.png
-49.4963652688761,-28.3882654947168,TV 13,Travessa,"45",./0.png
-49.4967791552928,-28.3884461260244,TV 14,Travessa,"45",./0.png
-49.4971873716447,-28.3886226151236,TV 15,Travessa,"45",./0.png
-49.4976022799423,-28.3888014285368,TV 16,Travessa,"45",./0.png
-49.4980317746863,-28.3889530019195,TV 17,Travessa,"45",./0.png
-49.498431372089,-28.3891585899979,TV 18,Travessa,"45",./0.png
-49.4988382945038,-28.3893442854462,TV 19,Travessa,"45",./0.png
-49.4992637183232,-28.3894898541207,TV 20,Travessa,"45",./0.png
-49.4996828131561,-28.3896706906129,TV 21,Travessa,"45",./0.png
-49.4933377093147,-28.3869590444632,TV 5,Travessa,"45",./0.png
-49.4936623004682,-28.3870950400329,TV 6,Travessa,"45",./0.png
-49.493983089862,-28.3872238913716,TV 7,Travessa,"45",./0.png
-49.4943032841668,-28.3873710789234,TV 8,Travessa,"45",./0.png
-49.4976986979844,-28.3863200551637,"10",Galeria,"135",./0.png
-49.4978951464344,-28.3859529957161,"12",Galeria,"135",./0.png
-49.4980915934823,-28.3855859359144,"14",Galeria,"135",./0.png
-49.4982880391288,-28.385218875759,"16",Galeria,"135",./0.png
-49.4983699924199,-28.3845846508247,"0",Galeria,"135",./0.png
-49.4987850482299,-28.3847583780327,"1",Galeria,"135",./0.png
-49.4992001054409,-28.3849321040234,"3",Galeria,"135",./0.png
-49.4996151640535,-28.3851058287958,"5",Galeria,"135",./0.png
-49.5000302240672,-28.3852795523507,"7",Galeria,"135",./0.png
-49.5004452854824,-28.3854532746876,"9",Galeria,"135",./0.png
-49.5008603482988,-28.3856269958066,"11",Galeria,"135",./0.png
-49.4979549380113,-28.384410922399,"2",Galeria,"135",./0.png
-49.4975398850039,-28.3842371927559,"4",Galeria,"135",./0.png
-49.4996146374355,-28.3893709648792,"0",Galeria,"135",./0.png
-49.4998156298573,-28.3890056818561,"2",Galeria,"135",./0.png
-49.5000227409811,-28.3886380920698,"4",Galeria,"135",./0.png
-49.5002071721649,-28.3882666994086,"6",Galeria,"135",./0.png
-49.5004077136106,-28.3879031990844,"8",Galeria,"135",./0.png
-49.5006041560984,-28.3875361355687,"10",Galeria,"135",./0.png
-49.5008005971852,-28.3871690716995,"12",Galeria,"135",./0.png
-49.5011934751532,-28.3864349428994,"16",Galeria,"135",./0.png
-49.4983675312783,-28.3843562911796,TV 01,Travessa,"45",./0.png
-49.4985115890595,-28.3840871133393,TV 02,Travessa,"45",./0.png
-49.498655646087,-28.3838179353092,TV 03,Travessa,"45",./0.png
-49.4987997023609,-28.3835487570888,TV 04,Travessa,"45",./0.png
-49.4989437578812,-28.3832795786782,TV 05,Travessa,"45",./0.png
-49.4990906097767,-28.3830051733888,TV 06,Travessa,"45",./0.png
-49.4992318666615,-28.3827412212865,TV 07,Travessa,"45",./0.png
-49.499375919922,-28.3824720423044,TV 08,Travessa,"45",./0.png
-49.5000376432857,-28.3898093183776,TV 22,Travessa,"45",./0.png
-49.5003881550198,-28.3899560159909,TV 23,Travessa,"45",./0.png
-49.5007386677533,-28.3901027127356,TV 24,Travessa,"45",./0.png
-49.5010891814863,-28.3902494086117,TV 25,Travessa,"45",./0.png
-49.5014396962186,-28.3903961036191,TV 26,Travessa,"45",./0.png
-49.5017902119504,-28.3905427977579,TV 27,Travessa,"45",./0.png
-49.5021407286817,-28.3906894910281,TV 28,Travessa,"45",./0.png
-49.5024912464123,-28.3908361834296,TV 29,Travessa,"45",./0.png
-49.5028417651424,-28.3909828749624,TV 30,Travessa,"45",./0.png
-49.5031922848719,-28.3911295656264,TV 31,Travessa,"45",./0.png
-49.5035428056008,-28.3912762554218,TV 32,Travessa,"45",./0.png
-49.5038933273291,-28.3914229443484,TV 33,Travessa,"45",./0.png
-49.5042438500568,-28.3915696324062,TV 34,Travessa,"45",./0.png
-49.5045943737838,-28.3917163195953,TV 35,Travessa,"45",./0.png
-49.5049448985103,-28.3918630059156,TV 36,Travessa,"45",./0.png
-49.5052954242361,-28.3920096913671,TV 37,Travessa,"45",./0.png
-49.5056459509614,-28.3921563759497,TV 38,Travessa,"45",./0.png
-49.5094669271443,-28.3975612684043,TV 55,Travessa,"45",./0.png
-49.5035025951146,-28.3909981191819,"0",Galeria,"135",./0.png
-49.5033324922119,-28.3913032444884,"1",Galeria,"135",./0.png
-49.5031666109319,-28.3916132132945,"3",Galeria,"135",./0.png
-49.5030007286525,-28.3919231818485,"5",Galeria,"135",./0.png
-49.5028348453736,-28.3922331501504,"7",Galeria,"135",./0.png
-49.5026689610952,-28.3925431182001,"9",Galeria,"135",./0.png
-49.5025030758173,-28.3928530859976,"11",Galeria,"135",./0.png
-49.50233718954,-28.3931630535429,"13",Galeria,"135",./0.png
-49.5021713022631,-28.3934730208361,"15",Galeria,"135",./0.png
-49.5020054139866,-28.393782987877,"17",Galeria,"135",./0.png
-49.5018395247105,-28.3940929546657,"19",Galeria,"135",./0.png
-49.5036684743419,-28.3906881498387,"2",Galeria,"135",./0.png
-49.5038343526729,-28.3903781802933,"4",Galeria,"135",./0.png
-49.5040002299516,-28.3900682104734,"6",Galeria,"135",./0.png
-49.504166106231,-28.3897582404015,"8",Galeria,"135",./0.png
-49.504331981458,-28.3894482700553,"10",Galeria,"135",./0.png
-49.5044978557388,-28.3891382994791,"12",Galeria,"135",./0.png
-49.4706541415633,-28.3980301987707,"2",Galeria,"135",./0.png
-49.4757137546031,-28.399268873882,"6",Galeria,"135",./0.png
-49.475439386641,-28.3998315977959,"2",Galeria,"135",./0.png
-49.4755071609747,-28.3996901250251,"3",Galeria,"135",./0.png
-49.4755806887837,-28.3995519316574,"4",Galeria,"135",./0.png
-49.475646417392,-28.3994092460752,"5",Galeria,"135",./0.png
-49.4759228295015,-28.398848610665,"9",Galeria,"135",./0.png
-49.4760006254097,-28.3987075853283,"10",Galeria,"135",./0.png
-49.4760696162494,-28.3985667725924,"11",Galeria,"135",./0.png
-49.475785567659,-28.3991292166836,"7",Galeria,"135",./0.png
-49.4758513330884,-28.3989864934166,"8",Galeria,"135",./0.png
-49.4762022607819,-28.3982836792484,"13",Galeria,"135",./0.png
-49.476138552869,-28.3984250366534,"12",Galeria,"135",./0.png
-49.4707202536488,-28.3978892779634,"3",Galeria,"135",./0.png
-49.470861087579,-28.3976085424685,"5",Galeria,"135",./0.png
-49.470790607204,-28.3977473839039,"4",Galeria,"135",./0.png
-49.4709291123095,-28.3974659916396,"6",Galeria,"135",./0.png
-49.4709998193304,-28.3973264605761,"7",Galeria,"135",./0.png
-49.4710673997229,-28.3971840822061,"8",Galeria,"135",./0.png
-49.4705173834197,-28.398312397378,"0",Galeria,"135",./0.png
-49.4686376413964,-28.3986936596831,"8",Galeria,"135",./0.png
-49.4687062413595,-28.39855436109,"7",Galeria,"135",./0.png
-49.4688216102222,-28.3983221345393,"5",Galeria,"135",./0.png
-49.4687650138218,-28.3984388343463,"6",Galeria,"135",./0.png
-49.4688789450251,-28.3982075186305,"4",Galeria,"135",./0.png
-49.4705824445959,-28.3981687771359,"1",Galeria,"135",./0.png
-49.4689292449728,-28.3980886895234,"3",Galeria,"135",./0.png
-49.4689799975361,-28.3979694446436,"2",Galeria,"135",./0.png
-49.4690311355879,-28.3978515286592,"1",Galeria,"135",./0.png
-49.4690949599051,-28.3977360686586,"0",Galeria,"135",./0.png
-49.4711352209861,-28.3970432083986,"9",Galeria,"135",./0.png
-49.4712176315764,-28.3969083414964,"10",Galeria,"135",./0.png
-49.4720122268756,-28.3968295502049,"13",Galeria,"135",./0.png
-49.4719576119346,-28.3969344836377,"12",Galeria,"135",./0.png
-49.471900629353,-28.3970413445634,"11",Galeria,"135",./0.png
-49.470457506568,-28.3984262113646,"1",Galeria,"135",./0.png
-49.4704044595519,-28.3985444101033,"2",Galeria,"135",./0.png
-49.4685918872642,-28.3987846870644,"9",Galeria,"135",./0.png
-49.4685464686998,-28.3989036736918,"10",Galeria,"135",./0.png
-49.4684791900024,-28.3990467876242,"11",Galeria,"135",./0.png
-49.468732733045,-28.3986708920151,"7",Galeria,"135",./0.png
-49.4686001522419,-28.398622095276,"6",Galeria,"135",./0.png
-49.4684690993178,-28.3985696299548,"5",Galeria,"135",./0.png
-49.468339275092,-28.3985182846181,"4",Galeria,"135",./0.png
-49.468208504896,-28.3984689352337,"3",Galeria,"135",./0.png
-49.4680750386942,-28.398421215546,"2",Galeria,"135",./0.png
-49.4679404106107,-28.3983696819791,"1",Galeria,"135",./0.png
-49.4678179730584,-28.3983134056264,"0",Galeria,"135",./0.png
-49.4696603904428,-28.3990304183369,"14",Galeria,"135",./0.png
-49.4695291977731,-28.3989789999839,"13",Galeria,"135",./0.png
-49.4693998726101,-28.3989264169541,"12",Galeria,"135",./0.png
-49.4692639043995,-28.3988765128456,"11",Galeria,"135",./0.png
-49.4691365470934,-28.3988252746657,"10",Galeria,"135",./0.png
-49.4689971469773,-28.398767719133,"9",Galeria,"135",./0.png
-49.4688628127696,-28.3987211986319,"8",Galeria,"135",./0.png
-49.4762761980612,-28.3981441412049,"14",Galeria,"135",./0.png
-49.477447248309,-28.3995957790845,"8",Galeria,"135",./0.png
-49.4775184351048,-28.3994541538645,"9",Galeria,"135",./0.png
-49.4775953625202,-28.3993176159345,"10",Galeria,"135",./0.png
-49.4776617428009,-28.3991779140311,"11",Galeria,"135",./0.png
-49.4777332707509,-28.3990361102779,"12",Galeria,"135",./0.png
-49.4778022275598,-28.3988961269103,"13",Galeria,"135",./0.png
-49.4778701262384,-28.3987553865054,"14",Galeria,"135",./0.png
-49.4779368666448,-28.398614522035,"15",Galeria,"135",./0.png
-49.4780085723768,-28.3984746496294,"16",Galeria,"135",./0.png
-49.4773793684582,-28.3997382174216,"7",Galeria,"135",./0.png
-49.4773117303298,-28.399878365002,"6",Galeria,"135",./0.png
-49.4772411560444,-28.4000185766749,"5",Galeria,"135",./0.png
-49.4771723917085,-28.4001629844242,"4",Galeria,"135",./0.png
-49.4780899011684,-28.3998385374593,"8",Galeria,"135",./0.png
-49.4780210140976,-28.3999828891011,"7",Galeria,"135",./0.png
-49.4779473619284,-28.4001247609044,"6",Galeria,"135",./0.png
-49.4790206874068,-28.3986834159164,"15",Galeria,"135",./0.png
-49.4789948759517,-28.3985322677211,"16",Galeria,"135",./0.png
-49.4790559017088,-28.3988341033177,"14",Galeria,"135",./0.png
-49.4791096114309,-28.3991377477496,"12",Galeria,"135",./0.png
-49.4790831184246,-28.3989842904044,"13",Galeria,"135",./0.png
-49.4791780636596,-28.3994383140922,"10",Galeria,"135",./0.png
-49.4791417490174,-28.399288155212,"11",Galeria,"135",./0.png
-49.47922882666,-28.399742224491,"8",Galeria,"135",./0.png
-49.4791971288095,-28.3995914051927,"9",Galeria,"135",./0.png
-49.4792895790236,-28.400044323849,"6",Galeria,"135",./0.png
-49.4792585527449,-28.3998933874805,"7",Galeria,"135",./0.png
-49.4780778517661,-28.3983331192258,"17",Galeria,"135",./0.png
-49.4764038326434,-28.3978782909295,"16",Galeria,"135",./0.png
-49.4764647549587,-28.3977551225478,"17",Galeria,"135",./0.png
-49.4765265015532,-28.3976321947092,"18",Galeria,"135",./0.png
-49.4763258165371,-28.3979979360494,"15",Galeria,"135",./0.png
-49.4766492314575,-28.3973830517616,"20",Galeria,"135",./0.png
-49.4765852120964,-28.3975069188578,"19",Galeria,"135",./0.png
-49.4767118069394,-28.3972586697869,"21",Galeria,"135",./0.png
-49.4804178956417,-28.4009307538896,"7",Galeria,"135",./0.png
-49.4802631774006,-28.40124445877,"5",Galeria,"135",./0.png
-49.4790112593491,-28.4008314078002,"1",Galeria,"135",./0.png
-49.4792833305956,-28.4007128421367,"2",Galeria,"135",./0.png
-49.4806638807172,-28.400462376777,"10",Galeria,"135",./0.png
-49.4805704179748,-28.4006151649184,"9",Galeria,"135",./0.png
-49.4804968752201,-28.4007723911004,"8",Galeria,"135",./0.png
-49.4801106210995,-28.4015597262959,"3",Galeria,"135",./0.png
-49.4800344328818,-28.4017181464726,"2",Galeria,"135",./0.png
-49.4799561228133,-28.401874233742,"1",Galeria,"135",./0.png
-49.4801862041857,-28.4014022298226,"4",Galeria,"135",./0.png
-49.4796839847818,-28.4009269657156,"0",Galeria,"135",./0.png
-49.4803860177301,-28.3984672947287,"10",Galeria,"135",./0.png
-49.4803539294832,-28.3983153722288,"11",Galeria,"135",./0.png
-49.4804064394032,-28.3986192986522,"9",Galeria,"135",./0.png
-49.4804700673142,-28.3989177107375,"7",Galeria,"135",./0.png
-49.4804363117671,-28.3987702644869,"8",Galeria,"135",./0.png
-49.4805316029358,-28.3992196737179,"5",Galeria,"135",./0.png
-49.4805008350864,-28.3990686922311,"6",Galeria,"135",./0.png
-49.4803208975093,-28.3981666701728,"12",Galeria,"135",./0.png
-49.4798817180426,-28.4020332683549,"0",Galeria,"135",./0.png
-49.4798223997104,-28.4021960740856,"-1",Galeria,"135",./0.png
-49.4803444876735,-28.4010887514207,"6",Galeria,"135",./0.png
-49.4797493724606,-28.4023567347926,"-2",Galeria,"135",./0.png
-49.4805546103297,-28.397971316812,"13",Galeria,"135",./0.png
-49.4805220646436,-28.397821572967,"14",Galeria,"135",./0.png
-49.4824587196815,-28.3988780159993,TV 24,Travessa,"45",./0.png
-49.4826128309435,-28.398781621652,TV 25,Travessa,"45",./0.png
-49.4827549456825,-28.3986157517317,TV 26,Travessa,"45",./0.png
-49.482942671022,-28.3986559376927,TV 27,Travessa,"45",./0.png
-49.4823661092854,-28.4020379923357,TV 0,Travessa,"45",./0.png
-49.4825716495891,-28.4019852533519,TV 1,Travessa,"45",./0.png
-49.4827783779358,-28.4019426354647,TV 2,Travessa,"45",./0.png
-49.4829891115111,-28.4019027127405,TV 3,Travessa,"45",./0.png
-49.4831973623351,-28.4018600543594,TV 4,Travessa,"45",./0.png
-49.4834057153037,-28.4018199425776,TV 5,Travessa,"45",./0.png
-49.4836141044173,-28.4017761463103,TV 6,Travessa,"45",./0.png
-49.483824011917,-28.4017326643729,TV 7,Travessa,"45",./0.png
-49.4840329066463,-28.4016902149523,TV 8,Travessa,"45",./0.png
-49.4817435298745,-28.402056643145,"4",Galeria,"135",./0.png
-49.4818311398367,-28.4018839862521,"5",Galeria,"135",./0.png
-49.4819154785411,-28.4017077264807,"6",Galeria,"135",./0.png
-49.4820012411853,-28.401533431845,"7",Galeria,"135",./0.png
-49.4814911279617,-28.4025786383928,"1",Galeria,"135",./0.png
-49.4815757163071,-28.40240243176,"2",Galeria,"135",./0.png
-49.4816615281452,-28.4022272678016,"3",Galeria,"135",./0.png
-49.4814030591178,-28.4027508919492,"0",Galeria,"135",./0.png
-49.4831810018316,-28.3969041018304,"7",Galeria,"135",./0.png
-49.4833379081042,-28.3969697943913,"6",Galeria,"135",./0.png
-49.4834947145563,-28.3970354423467,"5",Galeria,"135",./0.png
-49.4836515212087,-28.3971010901283,"4",Galeria,"135",./0.png
-49.4838083280612,-28.3971667377361,"3",Galeria,"135",./0.png
-49.482867489949,-28.3967728494825,"9",Galeria,"135",./0.png
-49.4830242958005,-28.3968384979592,"8",Galeria,"135",./0.png
-49.4816384763167,-28.3975278021959,TV 0,Travessa,"45",./0.png
-49.4817173203647,-28.3973925120254,TV 1,Travessa,"45",./0.png
-49.4818073053488,-28.3972589602806,TV 2,Travessa,"45",./0.png
-49.4835515777765,-28.3962105106056,"7",Galeria,"135",./0.png
-49.4837087584191,-28.3962777772478,"6",Galeria,"135",./0.png
-49.4838644884074,-28.3963421387522,"5",Galeria,"135",./0.png
-49.4840229769084,-28.3964086445051,"4",Galeria,"135",./0.png
-49.4841791112428,-28.3964742730436,"3",Galeria,"135",./0.png
-49.4829331267733,-28.3959524044576,"11",Galeria,"135",./0.png
-49.4830930651574,-28.3960200344135,"10",Galeria,"135",./0.png
-49.4832389225179,-28.3960818714898,"9",Galeria,"135",./0.png
-49.4833960247512,-28.3961452174566,"8",Galeria,"135",./0.png
-49.4827790730264,-28.3958904126427,"12",Galeria,"135",./0.png
-49.4831115099833,-28.3986309496197,TV 28,Travessa,"45",./0.png
-49.4829125475163,-28.3980751160172,"10",Galeria,"135",./0.png
-49.4829409830516,-28.3982158673968,"9",Galeria,"135",./0.png
-49.4829703936661,-28.3983637709246,"8",Galeria,"135",./0.png
-49.4830011751698,-28.3985151418726,"7",Galeria,"135",./0.png
-49.4830335154923,-28.3986664880456,"6",Galeria,"135",./0.png
-49.4828817093386,-28.3979200247384,"11",Galeria,"135",./0.png
-49.4828522879059,-28.3977727503354,"12",Galeria,"135",./0.png
-49.4827896760075,-28.3974715105218,"14",Galeria,"135",./0.png
-49.482820940284,-28.3976218094987,"13",Galeria,"135",./0.png
-49.4821191587343,-28.3974726565276,"11",Galeria,"135",./0.png
-49.4823909986463,-28.3973339370945,"10",Galeria,"135",./0.png
-49.4825347642831,-28.3973943948588,"9",Galeria,"135",./0.png
-49.481964791522,-28.3974114822508,"12",Galeria,"135",./0.png
-49.4817181335956,-28.3973094183658,"13",Galeria,"135",./0.png
-49.4816504115401,-28.3972786896693,"14",Galeria,"135",./0.png
-49.4827045800268,-28.397437950771,"8",Galeria,"135",./0.png
-49.4842405916247,-28.4016454563381,TV 9,Travessa,"45",./0.png
-49.4844498241306,-28.4016013292,TV 10,Travessa,"45",./0.png
-49.4846570723602,-28.4015588570277,TV 11,Travessa,"45",./0.png
-49.4848656317971,-28.4015152778452,TV 12,Travessa,"45",./0.png
-49.485074545636,-28.4014724763196,TV 13,Travessa,"45",./0.png
-49.4852822878523,-28.4014280194696,TV 14,Travessa,"45",./0.png
-49.4855029527937,-28.4012607987215,TV 15,Travessa,"45",./0.png
-49.4836341587128,-28.4014439758916,"7",Galeria,"135",./0.png
-49.4835884032487,-28.4012587913567,"8",Galeria,"135",./0.png
-49.4835361278536,-28.4010746595703,"9",Galeria,"135",./0.png
-49.4834999607009,-28.4008984546419,"10",Galeria,"135",./0.png
-49.483445542859,-28.4007120004503,"11",Galeria,"135",./0.png
-49.4833958101212,-28.4005303578129,"12",Galeria,"135",./0.png
-49.4837876131217,-28.4019962250974,"4",Galeria,"135",./0.png
-49.4837412888541,-28.4018107225087,"5",Galeria,"135",./0.png
-49.483687416589,-28.4016285079173,"6",Galeria,"135",./0.png
-49.4839342053224,-28.4025475717258,"1",Galeria,"135",./0.png
-49.4838823086099,-28.4023667874678,"2",Galeria,"135",./0.png
-49.4838313581687,-28.402180889178,"3",Galeria,"135",./0.png
-49.4839903712679,-28.4027303674753,"0",Galeria,"135",./0.png
-49.4818889766514,-28.3982377848008,"10",Galeria,"135",./0.png
-49.4819166810954,-28.3983803957389,"9",Galeria,"135",./0.png
-49.4819479146898,-28.398529822364,"8",Galeria,"135",./0.png
-49.4819739593742,-28.3986825549149,"7",Galeria,"135",./0.png
-49.4820073318575,-28.3988316011677,"6",Galeria,"135",./0.png
-49.4820369497727,-28.3989818367239,"5",Galeria,"135",./0.png
-49.4820720103466,-28.3991332417315,"4",Galeria,"135",./0.png
-49.4821071927139,-28.399282850592,"3",Galeria,"135",./0.png
-49.4818521554208,-28.398085290578,"11",Galeria,"135",./0.png
-49.4818289945251,-28.3979361523428,"12",Galeria,"135",./0.png
-49.4817619043536,-28.3976354208187,"14",Galeria,"135",./0.png
-49.4817969432993,-28.3977842066178,"13",Galeria,"135",./0.png
-49.4843362782458,-28.3965402261522,"2",Galeria,"135",./0.png
-49.4828225770209,-28.3978621171941,"27",Galeria,"135",./0.png
-49.4829949183187,-28.3978405675526,"28",Galeria,"135",./0.png
-49.483160144554,-28.3977880302617,"29",Galeria,"135",./0.png
-49.48333119903,-28.3977651826862,"30",Galeria,"135",./0.png
-49.4834974097475,-28.3977374494032,"31",Galeria,"135",./0.png
-49.4836723399531,-28.3977100164094,"32",Galeria,"135",./0.png
-49.4838434366636,-28.397681303098,"33",Galeria,"135",./0.png
-49.485751386728,-28.4012093322967,TV 16,Travessa,"45",./0.png
-49.4859997042481,-28.4011566887767,TV 17,Travessa,"45",./0.png
-49.4862476957952,-28.4011055238214,TV 18,Travessa,"45",./0.png
-49.4864960327246,-28.4010544281022,TV 19,Travessa,"45",./0.png
-49.4867590103983,-28.4010563526903,TV 20,Travessa,"45",./0.png
-49.4855270315214,-28.4008556685679,"8",Galeria,"135",./0.png
-49.4855840858301,-28.4010755280653,"7",Galeria,"135",./0.png
-49.4856439581676,-28.4012937609176,"6",Galeria,"135",./0.png
-49.4857034264679,-28.4015132267744,"5",Galeria,"135",./0.png
-49.4857633652537,-28.4017328892288,"4",Galeria,"135",./0.png
-49.4859375913685,-28.4023881113207,"1",Galeria,"135",./0.png
-49.4858781686877,-28.4021719765232,"2",Galeria,"135",./0.png
-49.4858221154831,-28.4019546840563,"3",Galeria,"135",./0.png
-49.4854688159618,-28.4006348777009,"9",Galeria,"135",./0.png
-49.4854125728111,-28.4004254453609,"10",Galeria,"135",./0.png
-49.4859947885557,-28.402610027551,"0",Galeria,"135",./0.png
-49.4860623510216,-28.4028432108047,"-1",Galeria,"135",./0.png
-49.4861172253903,-28.4030703222914,"-2",Galeria,"135",./0.png
-49.4844899914048,-28.3966045795815,"1",Galeria,"135",./0.png
-49.4840145161196,-28.3976537553807,"34",Galeria,"135",./0.png
-49.4841845735493,-28.3976273725757,"35",Galeria,"135",./0.png
-49.4843267385959,-28.3974536895834,"36",Galeria,"135",./0.png
-49.4844789063766,-28.3973469480202,"37",Galeria,"135",./0.png
-49.4846499465819,-28.3966704736857,"0",Galeria,"135",./0.png
-49.4851701315549,-28.3956985030638,"0",Galeria,"135",./0.png
-49.4850132576199,-28.3956329846004,"1",Galeria,"135",./0.png
-49.4848563838849,-28.3955674659631,"2",Galeria,"135",./0.png
-49.4846995786341,-28.3955018196126,"3",Galeria,"135",./0.png
-49.4845427735835,-28.3954361730884,"4",Galeria,"135",./0.png
-49.4843859687331,-28.3953705263904,"5",Galeria,"135",./0.png
-49.4842291640829,-28.3953048795186,"6",Galeria,"135",./0.png
-49.4839155553831,-28.3951735852537,"8",Galeria,"135",./0.png
-49.4837587513335,-28.3951079378606,"9",Galeria,"135",./0.png
-49.4836139774504,-28.3950477738173,"10",Galeria,"135",./0.png
-49.483452421476,-28.394979900884,"11",Galeria,"135",./0.png
-49.4832991834458,-28.3949175560572,"12",Galeria,"135",./0.png
-49.4831420116211,-28.3948510293761,"13",Galeria,"135",./0.png
-49.4840723596329,-28.395239232473,"7",Galeria,"135",./0.png
-49.4850612275243,-28.3970930529382,"3",Galeria,"135",./0.png
-49.4851343294968,-28.3969527038655,"4",Galeria,"135",./0.png
-49.483284055501,-28.3986013242764,TV 29,Travessa,"45",./0.png
-49.4859092686143,-28.3943161641969,"0",Galeria,"135",./0.png
-49.4857532481656,-28.3942502831059,"1",Galeria,"135",./0.png
-49.485596375929,-28.3941847653686,"2",Galeria,"135",./0.png
-49.4854395721749,-28.3941191199178,"3",Galeria,"135",./0.png
-49.4852827686208,-28.3940534742932,"4",Galeria,"135",./0.png
-49.485125965267,-28.3939878284948,"5",Galeria,"135",./0.png
-49.4849691621134,-28.3939221825227,"6",Galeria,"135",./0.png
-49.4846555564066,-28.393790890057,"8",Galeria,"135",./0.png
-49.4844987538534,-28.3937252435636,"9",Galeria,"135",./0.png
-49.4843539813554,-28.3936650803512,"10",Galeria,"135",./0.png
-49.4841946067923,-28.3935982610762,"11",Galeria,"135",./0.png
-49.4840384527475,-28.3935337651056,"12",Galeria,"135",./0.png
-49.4838849669518,-28.3934608315052,"13",Galeria,"135",./0.png
-49.4848123591599,-28.3938565363767,"7",Galeria,"135",./0.png
-49.4853435045048,-28.3957672073617,"-1",Galeria,"135",./0.png
-49.4857164415388,-28.3958519267322,"12",Galeria,"135",./0.png
-49.4856489495891,-28.3959889169471,"11",Galeria,"135",./0.png
-49.4855049524518,-28.3962607039802,"9",Galeria,"135",./0.png
-49.4854311982765,-28.3963989845261,"8",Galeria,"135",./0.png
-49.4857926400913,-28.3966288125668,"6",Galeria,"135",./0.png
-49.4856352594346,-28.3965638384042,"5",Galeria,"135",./0.png
-49.4854788041039,-28.3964974426369,"4",Galeria,"135",./0.png
-49.485321165675,-28.3964323957484,"3",Galeria,"135",./0.png
-49.4851640406053,-28.3963675965474,"2",Galeria,"135",./0.png
-49.4850060948988,-28.3963017938427,"1",Galeria,"135",./0.png
-49.4853539478851,-28.3965383679547,"7",Galeria,"135",./0.png
-49.4852826829761,-28.3966763614505,"6",Galeria,"135",./0.png
-49.4852087983134,-28.396814078836,"5",Galeria,"135",./0.png
-49.484984330195,-28.3972305326111,"2",Galeria,"135",./0.png
-49.4857906763885,-28.3957141117813,"13",Galeria,"135",./0.png
-49.4858656982241,-28.3955748172542,"14",Galeria,"135",./0.png
-49.4859404239272,-28.3954359934061,"15",Galeria,"135",./0.png
-49.4860143723463,-28.3952973750119,"16",Galeria,"135",./0.png
